country,countryLabel,language,type,count
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q877294,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35224,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q387066,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33968,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36986,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q447117,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q4624,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29540,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q6654,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9051,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q23014,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9058,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q505674,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1163234,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327274,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q188,spoken,6235
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1860,spoken,288
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q397,spoken,131
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q150,spoken,62
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9288,spoken,32
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q809,spoken,31
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1321,spoken,23
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9027,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5146,spoken,18
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13248,spoken,16
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q652,spoken,13
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7411,spoken,11
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7737,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9056,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9043,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q256,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35497,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25433,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9035,spoken,5
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5287,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9067,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36510,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q143,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7976,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q837985,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9063,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13286,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36986,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9240,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36387,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9176,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29977,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q279350,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25442,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13955,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q34147,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9168,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9255,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9260,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8108,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1793299,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9299,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9072,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33968,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q4624,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29540,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9051,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9058,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q505674,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1163234,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8641,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327274,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q188,spoken,8532
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1860,spoken,437
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q397,spoken,140
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q150,spoken,121
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9288,spoken,67
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1321,spoken,24
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13248,spoken,23
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7737,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7411,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q652,spoken,20
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9027,spoken,19
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q809,spoken,15
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5146,spoken,15
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9056,spoken,15
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25433,spoken,12
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35497,spoken,11
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9035,spoken,7
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36510,spoken,7
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q256,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13955,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q143,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9168,spoken,5
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5287,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25442,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1412,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9067,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7976,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29540,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8641,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q837985,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7918,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9063,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1450506,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9043,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1793299,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35225,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35518,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9240,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q497778,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8785,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36155,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9083,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9176,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29977,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9129,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36730,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q34147,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q6654,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9255,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9260,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8108,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9199,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13201,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36387,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9217,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33538,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13286,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33968,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36986,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q4624,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q387066,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9051,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9058,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327252,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q505674,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1163234,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q329030,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327274,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q188,spoken,10537
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1860,spoken,482
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q397,spoken,154
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q150,spoken,104
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9288,spoken,54
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13248,spoken,45
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1321,spoken,32
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9027,spoken,24
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q652,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7411,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35497,spoken,18
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9056,spoken,15
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7737,spoken,13
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q809,spoken,13
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25433,spoken,13
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5146,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9035,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25442,spoken,9
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q143,spoken,8
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q256,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36510,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5287,spoken,5
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13955,spoken,5
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8641,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9067,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13286,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36387,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9240,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9063,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7850,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9083,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q837985,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9176,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327274,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9129,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29540,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q131339,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q14196,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8785,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q6654,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q10179,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7979,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33738,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29977,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q897319,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7976,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13142774,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25448,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q34065,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q492893,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q4670066,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9072,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q34147,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q50868,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9168,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9255,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9260,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8108,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1793299,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1982248,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33968,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36986,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9043,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7918,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q4624,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9051,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9058,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q505674,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1163234,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9192,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9217,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7838,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q44661,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9299,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q188,spoken,9255
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1860,spoken,437
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q397,spoken,166
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q150,spoken,75
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13248,spoken,49
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9288,spoken,44
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1321,spoken,30
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q652,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35497,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9027,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7411,spoken,17
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7737,spoken,15
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5146,spoken,14
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25433,spoken,14
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9056,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q143,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25442,spoken,10
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q809,spoken,9
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36510,spoken,8
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q256,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5287,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9067,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9035,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13286,spoken,5
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35518,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13955,spoken,4
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7976,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36790,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8641,spoken,3
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q4624,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q837985,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9072,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7913,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9299,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29540,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36387,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9058,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327274,spoken,2
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35668,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9240,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1412,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q11059,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q750553,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9176,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7026,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9246,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9043,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q29977,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q34147,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q327252,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5885,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q37043933,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9168,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9255,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9260,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q8108,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1793299,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q33968,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9063,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q36986,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9051,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q26678452,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q505674,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q447117,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1163234,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1247932,spoken,1
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q188,spoken,11662
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1860,spoken,447
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q397,spoken,150
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q150,spoken,84
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q1321,spoken,33
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q652,spoken,28
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13248,spoken,26
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9027,spoken,22
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q35497,spoken,20
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25433,spoken,19
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7737,spoken,17
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5146,spoken,13
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9288,spoken,12
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9056,spoken,12
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q7411,spoken,11
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q809,spoken,9
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q13286,spoken,9
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q256,spoken,8
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q5287,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q9035,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q143,spoken,6
http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q25442,spoken,6
