country,genderCategory,count,countryLabel
http://www.wikidata.org/entity/Q967,Male,189,Burundi
http://www.wikidata.org/entity/Q967,Non-binary or other,2,Burundi
http://www.wikidata.org/entity/Q967,Unknown / not stated,4,Burundi
http://www.wikidata.org/entity/Q9676,Female,32,Isle of Man
http://www.wikidata.org/entity/Q9676,Male,45,Isle of Man
http://www.wikidata.org/entity/Q970,Female,39,Comoros
http://www.wikidata.org/entity/Q970,Male,40,Comoros
http://www.wikidata.org/entity/Q971,Female,70,Republic of the Congo
http://www.wikidata.org/entity/Q971,Male,343,Republic of the Congo
http://www.wikidata.org/entity/Q971,Unknown / not stated,3,Republic of the Congo
http://www.wikidata.org/entity/Q974,Female,254,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q974,Male,954,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q974,Unknown / not stated,3,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q977,Female,14,Djibouti
http://www.wikidata.org/entity/Q977,Male,56,Djibouti
http://www.wikidata.org/entity/Q977,Unknown / not stated,2,Djibouti
http://www.wikidata.org/entity/Q983,Female,26,Equatorial Guinea
http://www.wikidata.org/entity/Q983,Male,94,Equatorial Guinea
http://www.wikidata.org/entity/Q985,Female,47,Baden-Württemberg
http://www.wikidata.org/entity/Q985,Male,166,Baden-Württemberg
http://www.wikidata.org/entity/Q986,Female,41,Eritrea
http://www.wikidata.org/entity/Q986,Male,189,Eritrea
http://www.wikidata.org/entity/Q986,Unknown / not stated,1,Eritrea
