country,countryLabel,ethnicGroup,ethnicGroupLabel,genderCategory,count
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q891077,Wayuu people,Female,2
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q2839602,Guambiano,Female,2
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q235155,white people,Female,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q3138755,U'wa people,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q891077,Wayuu people,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q857880,French Canadians,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q3154490,Irish Canadians,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q5030929,German Canadians,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q828578,Muisca people,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q11858947,Southern Sámi people,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q16950006,Colombian Canadians,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q3327332,Arhuaco people,Female,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q2606511,Lebanese people,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q17078871,Mestizo Colombian,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q58669,Hispanic and Latino Americans,Female,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q191322,Zenúes,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q18223620,Basque Colombians,Female,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q1211934,Hispanics,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q966714,Cofán people,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q3878266,Q3878266,Male,1
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q757258,Guna people,Male,1
http://www.wikidata.org/entity/Q800,Costa Rica,http://www.wikidata.org/entity/Q1209676,Mexicans,Male,2
http://www.wikidata.org/entity/Q800,Costa Rica,http://www.wikidata.org/entity/Q1464994,Latino,Female,2
http://www.wikidata.org/entity/Q800,Costa Rica,http://www.wikidata.org/entity/Q817393,Black people,Female,2
http://www.wikidata.org/entity/Q800,Costa Rica,http://www.wikidata.org/entity/Q4690173,Afro-Costa Rican,Female,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q167420,Croats,Male,17
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q1280677,Serbs of Croatia,Unknown / not stated,7
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q1280677,Serbs of Croatia,Male,5
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q127885,Serbs,Unknown / not stated,4
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q167420,Croats,Female,3
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q127885,Serbs,Male,3
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q170217,Czechs,Male,2
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q1431089,Croats of Bosnia and Herzegovina,Unknown / not stated,2
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q836398,Croats in Germany,Unknown / not stated,2
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q1290108,Croats of Serbia,Unknown / not stated,2
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q7325,Jewish people,Unknown / not stated,2
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q7325,Jewish people,Male,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q12632439,Croats of Italy,Male,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q5187097,Croatian Canadians,Female,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q3003133,Croatian Americans,Male,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q1290108,Croats of Serbia,Female,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q65133318,Croats in France,Male,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q1564956,Serbs in Slovenia,Unknown / not stated,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q170217,Czechs,Female,1
http://www.wikidata.org/entity/Q224,Croatia,http://www.wikidata.org/entity/Q3003133,Croatian Americans,Unknown / not stated,1
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q752526,Galicians,Male,26
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q1790886,Cuban Americans,Female,7
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q49085,African Americans,Male,7
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q388467,Afro-Cuban,Male,5
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q1790886,Cuban Americans,Male,5
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q126756,Basque people,Male,5
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q1195125,Cubans,Male,3
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q388467,Afro-Cuban,Female,3
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q752526,Galicians,Female,3
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q160894,Spaniards,Female,1
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q49085,African Americans,Female,1
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q1921225,Afro Mexicans,Female,1
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q212106,Dinka people,Female,1
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q1211934,Hispanics,Female,1
http://www.wikidata.org/entity/Q241,Cuba,http://www.wikidata.org/entity/Q388467,Afro-Cuban,Unknown / not stated,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q539051,Greeks,Male,4
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q245807,Turkish Cypriots,Female,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q2325516,Armenian Americans,Male,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q245794,Greek Cypriots,Male,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q245807,Turkish Cypriots,Male,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q3501932,Armenians in Cyprus,Female,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q4783159,Arab Canadians,Female,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q539051,Greeks,Female,1
http://www.wikidata.org/entity/Q229,Cyprus,http://www.wikidata.org/entity/Q79797,Armenians,Male,1
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q49085,African Americans,Male,2
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q488326,South Kivu,Male,2
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q388315,African Brazilians,Male,1
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q805841,Luba people,Male,1
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q245794,Greek Cypriots,Female,1
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,http://www.wikidata.org/entity/Q3345976,Ntomba people,Male,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q164714,Danes,Female,9
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q164714,Danes,Male,8
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q49085,African Americans,Male,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q84072,Turks,Female,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q241696,Somalis,Female,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q2918061,Ethiopian,Female,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q201190,Palestinians,Female,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q12223,Kurds,Male,1
http://www.wikidata.org/entity/Q35,Denmark,http://www.wikidata.org/entity/Q313323,Volksdeutsche,Male,1
http://www.wikidata.org/entity/Q977,Djibouti,http://www.wikidata.org/entity/Q212106,Dinka people,Male,1
http://www.wikidata.org/entity/Q977,Djibouti,http://www.wikidata.org/entity/Q365539,Black Canadians,Male,1
http://www.wikidata.org/entity/Q977,Djibouti,http://www.wikidata.org/entity/Q25682470,Q25682470,Unknown / not stated,1
http://www.wikidata.org/entity/Q784,Dominica,http://www.wikidata.org/entity/Q49085,African Americans,Male,1
http://www.wikidata.org/entity/Q784,Dominica,http://www.wikidata.org/entity/Q27106,Kalinago,Female,1
http://www.wikidata.org/entity/Q784,Dominica,http://www.wikidata.org/entity/Q49085,African Americans,Female,1
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q3247924,Dominicans,Female,2
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q16151308,White Dominicans,Male,1
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q25032372,Category:Dominican Republic people of African American descent,Male,1
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q235155,white people,Female,1
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q5290725,Dominican Americans,Female,1
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q3247924,Dominicans,Male,1
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q5290725,Dominican Americans,Male,1
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q134936,Quechua people,Female,6
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q134936,Quechua people,Male,5
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q2826286,Afro Ecuadorian,Female,3
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q1296766,Shuar,Female,1
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q941167,Tsáchila,Female,1
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q2566194,Achuar people,Male,1
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q1572622,Waorani people,Female,1
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q124321869,Ecuadorian Canadians,Male,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q79797,Armenians,Male,11
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q79797,Armenians,Female,5
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q1061510,Egyptians,Male,3
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q1075929,African people,Female,3
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q35323,Arabs,Male,2
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q539051,Greeks,Male,2
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q50001,Italians,Male,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q878607,Syrians,Male,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q30,United States,Female,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q1061510,Egyptians,Female,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q212106,Dinka people,Female,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q4783159,Arab Canadians,Female,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q4115525,Palestinians in the United States,Male,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q84072,Turks,Male,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q539051,Greeks,Unknown / not stated,1
http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q146744,Copts,Male,1
http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q7406487,Salvadoran Americans,Male,2
http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q267410,Pipil people,Female,2
http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q826591,Nahua,Female,1
http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q267410,Pipil people,Male,1
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q1295544,Fang people,Female,4
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q41477,Bubi people,Male,2
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q4483033,Fernandino peoples,Male,1
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q2895807,Benga people,Male,1
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q4690199,Afro-Spaniard,Male,1
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q817393,Black people,Male,1
http://www.wikidata.org/entity/Q983,Equatorial Guinea,http://www.wikidata.org/entity/Q4690199,Afro-Spaniard,Female,1
http://www.wikidata.org/entity/Q986,Eritrea,http://www.wikidata.org/entity/Q3804354,Italian Eritreans,Female,1
http://www.wikidata.org/entity/Q986,Eritrea,http://www.wikidata.org/entity/Q212106,Dinka people,Male,1
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q173302,Estonians,Male,12
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q173302,Estonians,Unknown / not stated,3
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q32360797,Russian Jews,Male,1
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q29035305,Ukrainians in Finland,Male,1
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q173302,Estonians,Female,1
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q5401529,Estonian Americans,Male,1
http://www.wikidata.org/entity/Q191,Estonia,http://www.wikidata.org/entity/Q31274895,Estonians in New Zealand,Male,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q318674,Oromo people,Male,5
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q49085,African Americans,Male,2
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q49085,African Americans,Female,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q106416,Frisians,Male,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q202812,Beta Israel,Male,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q212106,Dinka people,Male,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q427036,Tigray people,Male,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q464237,Amhara people,Female,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q5403534,Ethiopian Americans,Female,1
http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q955150,Irob people,Male,1
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q4357573,Rotuman people,Male,2
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q110627292,Solomon Islander,Male,1
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q110627292,Solomon Islander,Female,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q726673,Swedish-speaking population of Finland,Male,37
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q726673,Swedish-speaking population of Finland,Female,20
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q170284,Finns,Male,15
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q18690772,Northern Sámi people,Female,15
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q1673765,Skolts,Female,8
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q170284,Finns,Female,7
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q18690772,Northern Sámi people,Male,7
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q3812650,Finnish Kale,Male,6
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q48199,Sámi people,Female,3
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q173302,Estonians,Female,2
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q749418,Sweden Finns,Female,2
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q1411194,Inari Sami people,Female,2
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q1673765,Skolts,Male,2
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q3812650,Finnish Kale,Female,2
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q7325,Jewish people,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q8060,Romani people,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q45232,history of the Jews in Finland,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q48199,Sámi people,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q189975,Inuit,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q190168,Yoruba people,Female,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q235155,white people,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q726673,Swedish-speaking population of Finland,Non-binary or other,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q1411194,Inari Sami people,Male,1
http://www.wikidata.org/entity/Q33,Finland,http://www.wikidata.org/entity/Q32360797,Russian Jews,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q121842,French,Male,201
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q79797,Armenians,Male,23
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q79797,Armenians,Female,14
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q7325,Jewish people,Male,12
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q8060,Romani people,Male,7
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q7325,Jewish people,Female,5
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q309197,Bretons,Male,5
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q126756,Basque people,Male,4
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q34069,Ashkenazi Jews,Female,3
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q752526,Galicians,Male,3
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q34069,Ashkenazi Jews,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q170217,Czechs,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q178631,Kanak,Female,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q178631,Kanak,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q485150,Romanians,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q752526,Galicians,Female,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q817393,Black people,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1369944,French Americans,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q6730438,Maghrebi Jews,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q12480578,Algerians,Male,2
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q142,France,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1026,Poles,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1026,Poles,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q8060,Romani people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q35323,Arabs,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q35696,Kissi,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q44806,Ukrainians,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q45315,Berbers,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q49085,African Americans,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q50001,Italians,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q83418,Normans,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q102251,Sephardi Jews,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q121842,French,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q126756,Basque people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q145665,Manchu,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q160894,Spaniards,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q164714,Danes,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q190168,Yoruba people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q190168,Yoruba people,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q202575,Fulbe people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q203645,Chalon-sur-Saône,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q235155,white people,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q235155,white people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q237534,Austrians,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q309197,Bretons,Unknown / not stated,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q309197,Bretons,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q371762,Yenish people,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q388467,Afro-Cuban,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q394067,European people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q501837,Mizrahi Jews,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q756716,Moravians,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q800116,Portuguese in France,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q958259,Black Europeans of Sub-Saharan African ancestry,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1075929,African people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1075929,African people,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1113048,Iranian Americans,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1130350,Minangkabau,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1365830,Romani people in Spain,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1365830,Romani people in Spain,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q1346254,Gilaki people,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q2309630,Betsimisaraka people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q2459831,Tunisians,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q2486742,Kali'na people,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q2486742,Kali'na people,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q3026375,Greeks in France,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q3026382,Italian French,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q3573554,Occitans,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q4131845,Católica,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q7129609,Caucasian race,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q15980602,Romani people in Bosnia and Herzegovina,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q17507517,Tunisians in France,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q32360797,Russian Jews,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q98034430,Senegalese,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q99766936,Ivorians,Female,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q101094841,Western Europeans,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q111828457,Q111828457,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q115196460,Q115196460,Male,1
http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q124100109,French Jews,Male,1
http://www.wikidata.org/entity/Q1000,Gabon,http://www.wikidata.org/entity/Q2087633,Mpongwe people,Female,2
http://www.wikidata.org/entity/Q1000,Gabon,http://www.wikidata.org/entity/Q1295544,Fang people,Male,2
