country,countryLabel,ageGroup,count
http://www.wikidata.org/entity/Q843,Pakistan,60+ senior,1720
http://www.wikidata.org/entity/Q695,Palau,15-24 youth,2
http://www.wikidata.org/entity/Q695,Palau,25-59 adult,14
http://www.wikidata.org/entity/Q695,Palau,60+ senior,18
http://www.wikidata.org/entity/Q219060,Palestine,15-24 youth,40
http://www.wikidata.org/entity/Q219060,Palestine,25-59 adult,1446
http://www.wikidata.org/entity/Q219060,Palestine,60+ senior,1857
http://www.wikidata.org/entity/Q804,Panama,15-24 youth,42
http://www.wikidata.org/entity/Q804,Panama,25-59 adult,733
http://www.wikidata.org/entity/Q804,Panama,60+ senior,287
http://www.wikidata.org/entity/Q691,Papua New Guinea,25-59 adult,288
http://www.wikidata.org/entity/Q691,Papua New Guinea,60+ senior,60
http://www.wikidata.org/entity/Q733,Paraguay,0-14 child,1
http://www.wikidata.org/entity/Q733,Paraguay,15-24 youth,59
http://www.wikidata.org/entity/Q733,Paraguay,25-59 adult,1253
http://www.wikidata.org/entity/Q733,Paraguay,60+ senior,367
http://www.wikidata.org/entity/Q148,People's Republic of China,0-14 child,18
http://www.wikidata.org/entity/Q148,People's Republic of China,15-24 youth,663
http://www.wikidata.org/entity/Q148,People's Republic of China,25-59 adult,11333
http://www.wikidata.org/entity/Q148,People's Republic of China,60+ senior,7778
http://www.wikidata.org/entity/Q419,Peru,15-24 youth,271
http://www.wikidata.org/entity/Q419,Peru,25-59 adult,3306
http://www.wikidata.org/entity/Q419,Peru,60+ senior,2261
http://www.wikidata.org/entity/Q928,Philippines,0-14 child,8
http://www.wikidata.org/entity/Q928,Philippines,15-24 youth,132
http://www.wikidata.org/entity/Q928,Philippines,25-59 adult,2658
http://www.wikidata.org/entity/Q928,Philippines,60+ senior,1313
http://www.wikidata.org/entity/Q36,Poland,0-14 child,2
http://www.wikidata.org/entity/Q36,Poland,15-24 youth,416
http://www.wikidata.org/entity/Q36,Poland,25-59 adult,17651
http://www.wikidata.org/entity/Q36,Poland,60+ senior,22433
http://www.wikidata.org/entity/Q45,Portugal,0-14 child,4
http://www.wikidata.org/entity/Q45,Portugal,15-24 youth,201
http://www.wikidata.org/entity/Q45,Portugal,25-59 adult,5035
http://www.wikidata.org/entity/Q45,Portugal,60+ senior,3000
http://www.wikidata.org/entity/Q846,Qatar,15-24 youth,19
http://www.wikidata.org/entity/Q846,Qatar,25-59 adult,527
http://www.wikidata.org/entity/Q846,Qatar,60+ senior,78
http://www.wikidata.org/entity/Q971,Republic of the Congo,15-24 youth,9
http://www.wikidata.org/entity/Q971,Republic of the Congo,25-59 adult,309
http://www.wikidata.org/entity/Q971,Republic of the Congo,60+ senior,190
http://www.wikidata.org/entity/Q218,Romania,15-24 youth,313
http://www.wikidata.org/entity/Q218,Romania,25-59 adult,7575
http://www.wikidata.org/entity/Q218,Romania,60+ senior,5988
http://www.wikidata.org/entity/Q159,Russia,0-14 child,34
http://www.wikidata.org/entity/Q159,Russia,15-24 youth,1283
http://www.wikidata.org/entity/Q159,Russia,25-59 adult,30751
http://www.wikidata.org/entity/Q159,Russia,60+ senior,27932
http://www.wikidata.org/entity/Q1037,Rwanda,15-24 youth,5
http://www.wikidata.org/entity/Q1037,Rwanda,25-59 adult,277
http://www.wikidata.org/entity/Q1037,Rwanda,60+ senior,129
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,15-24 youth,1
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,25-59 adult,134
http://www.wikidata.org/entity/Q763,Saint Kitts and Nevis,60+ senior,54
http://www.wikidata.org/entity/Q760,Saint Lucia,15-24 youth,3
http://www.wikidata.org/entity/Q760,Saint Lucia,25-59 adult,102
http://www.wikidata.org/entity/Q760,Saint Lucia,60+ senior,37
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,15-24 youth,3
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,25-59 adult,96
http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,60+ senior,32
http://www.wikidata.org/entity/Q683,Samoa,15-24 youth,4
http://www.wikidata.org/entity/Q683,Samoa,25-59 adult,265
http://www.wikidata.org/entity/Q683,Samoa,60+ senior,66
http://www.wikidata.org/entity/Q238,San Marino,15-24 youth,11
http://www.wikidata.org/entity/Q238,San Marino,25-59 adult,214
http://www.wikidata.org/entity/Q238,San Marino,60+ senior,97
http://www.wikidata.org/entity/Q851,Saudi Arabia,15-24 youth,50
http://www.wikidata.org/entity/Q851,Saudi Arabia,25-59 adult,1853
http://www.wikidata.org/entity/Q851,Saudi Arabia,60+ senior,499
http://www.wikidata.org/entity/Q1041,Senegal,15-24 youth,96
http://www.wikidata.org/entity/Q1041,Senegal,25-59 adult,1346
http://www.wikidata.org/entity/Q1041,Senegal,60+ senior,507
http://www.wikidata.org/entity/Q403,Serbia,0-14 child,2
http://www.wikidata.org/entity/Q403,Serbia,15-24 youth,229
http://www.wikidata.org/entity/Q403,Serbia,25-59 adult,7395
http://www.wikidata.org/entity/Q403,Serbia,60+ senior,3468
http://www.wikidata.org/entity/Q1042,Seychelles,15-24 youth,6
http://www.wikidata.org/entity/Q1042,Seychelles,25-59 adult,78
http://www.wikidata.org/entity/Q1042,Seychelles,60+ senior,31
http://www.wikidata.org/entity/Q1044,Sierra Leone,15-24 youth,13
http://www.wikidata.org/entity/Q1044,Sierra Leone,25-59 adult,266
http://www.wikidata.org/entity/Q1044,Sierra Leone,60+ senior,76
http://www.wikidata.org/entity/Q334,Singapore,0-14 child,2
http://www.wikidata.org/entity/Q334,Singapore,15-24 youth,62
http://www.wikidata.org/entity/Q334,Singapore,25-59 adult,1122
http://www.wikidata.org/entity/Q334,Singapore,60+ senior,433
http://www.wikidata.org/entity/Q214,Slovakia,15-24 youth,161
http://www.wikidata.org/entity/Q214,Slovakia,25-59 adult,5679
http://www.wikidata.org/entity/Q214,Slovakia,60+ senior,4775
http://www.wikidata.org/entity/Q215,Slovenia,15-24 youth,122
http://www.wikidata.org/entity/Q215,Slovenia,25-59 adult,4193
http://www.wikidata.org/entity/Q215,Slovenia,60+ senior,3857
http://www.wikidata.org/entity/Q685,Solomon Islands,15-24 youth,5
http://www.wikidata.org/entity/Q685,Solomon Islands,25-59 adult,119
http://www.wikidata.org/entity/Q685,Solomon Islands,60+ senior,22
http://www.wikidata.org/entity/Q1045,Somalia,15-24 youth,2
http://www.wikidata.org/entity/Q1045,Somalia,25-59 adult,223
http://www.wikidata.org/entity/Q1045,Somalia,60+ senior,128
http://www.wikidata.org/entity/Q258,South Africa,0-14 child,3
http://www.wikidata.org/entity/Q258,South Africa,15-24 youth,135
http://www.wikidata.org/entity/Q258,South Africa,25-59 adult,6331
http://www.wikidata.org/entity/Q258,South Africa,60+ senior,2444
http://www.wikidata.org/entity/Q884,South Korea,0-14 child,13
http://www.wikidata.org/entity/Q884,South Korea,15-24 youth,665
http://www.wikidata.org/entity/Q884,South Korea,25-59 adult,11595
http://www.wikidata.org/entity/Q884,South Korea,60+ senior,3846
http://www.wikidata.org/entity/Q958,South Sudan,15-24 youth,8
http://www.wikidata.org/entity/Q958,South Sudan,25-59 adult,116
http://www.wikidata.org/entity/Q958,South Sudan,60+ senior,24
http://www.wikidata.org/entity/Q29,Spain,0-14 child,26
http://www.wikidata.org/entity/Q29,Spain,15-24 youth,1603
http://www.wikidata.org/entity/Q29,Spain,25-59 adult,34539
http://www.wikidata.org/entity/Q29,Spain,60+ senior,28238
http://www.wikidata.org/entity/Q854,Sri Lanka,15-24 youth,21
http://www.wikidata.org/entity/Q854,Sri Lanka,25-59 adult,1159
http://www.wikidata.org/entity/Q854,Sri Lanka,60+ senior,557
http://www.wikidata.org/entity/Q1049,Sudan,15-24 youth,4
http://www.wikidata.org/entity/Q1049,Sudan,25-59 adult,298
http://www.wikidata.org/entity/Q1049,Sudan,60+ senior,171
http://www.wikidata.org/entity/Q730,Suriname,15-24 youth,6
http://www.wikidata.org/entity/Q730,Suriname,25-59 adult,386
http://www.wikidata.org/entity/Q730,Suriname,60+ senior,326
http://www.wikidata.org/entity/Q34,Sweden,0-14 child,14
http://www.wikidata.org/entity/Q34,Sweden,15-24 youth,393
http://www.wikidata.org/entity/Q34,Sweden,25-59 adult,11185
http://www.wikidata.org/entity/Q34,Sweden,60+ senior,9407
http://www.wikidata.org/entity/Q39,Switzerland,0-14 child,5
http://www.wikidata.org/entity/Q39,Switzerland,15-24 youth,311
http://www.wikidata.org/entity/Q39,Switzerland,25-59 adult,8745
http://www.wikidata.org/entity/Q39,Switzerland,60+ senior,9484
http://www.wikidata.org/entity/Q858,Syria,15-24 youth,21
http://www.wikidata.org/entity/Q858,Syria,25-59 adult,1099
http://www.wikidata.org/entity/Q858,Syria,60+ senior,920
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,25-59 adult,56
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,60+ senior,40
http://www.wikidata.org/entity/Q865,Taiwan,0-14 child,2
http://www.wikidata.org/entity/Q865,Taiwan,15-24 youth,104
http://www.wikidata.org/entity/Q865,Taiwan,25-59 adult,4062
http://www.wikidata.org/entity/Q865,Taiwan,60+ senior,3088
http://www.wikidata.org/entity/Q863,Tajikistan,15-24 youth,23
http://www.wikidata.org/entity/Q863,Tajikistan,25-59 adult,679
http://www.wikidata.org/entity/Q863,Tajikistan,60+ senior,913
http://www.wikidata.org/entity/Q924,Tanzania,0-14 child,1
http://www.wikidata.org/entity/Q924,Tanzania,15-24 youth,22
http://www.wikidata.org/entity/Q924,Tanzania,25-59 adult,409
http://www.wikidata.org/entity/Q924,Tanzania,60+ senior,202
http://www.wikidata.org/entity/Q869,Thailand,0-14 child,11
http://www.wikidata.org/entity/Q869,Thailand,15-24 youth,149
http://www.wikidata.org/entity/Q869,Thailand,25-59 adult,3313
http://www.wikidata.org/entity/Q869,Thailand,60+ senior,767
http://www.wikidata.org/entity/Q778,The Bahamas,15-24 youth,14
http://www.wikidata.org/entity/Q778,The Bahamas,25-59 adult,267
http://www.wikidata.org/entity/Q778,The Bahamas,60+ senior,69
http://www.wikidata.org/entity/Q1005,The Gambia,15-24 youth,30
http://www.wikidata.org/entity/Q1005,The Gambia,25-59 adult,280
http://www.wikidata.org/entity/Q1005,The Gambia,60+ senior,154
http://www.wikidata.org/entity/Q945,Togo,15-24 youth,11
http://www.wikidata.org/entity/Q945,Togo,25-59 adult,370
http://www.wikidata.org/entity/Q945,Togo,60+ senior,108
http://www.wikidata.org/entity/Q678,Tonga,15-24 youth,4
http://www.wikidata.org/entity/Q678,Tonga,25-59 adult,328
http://www.wikidata.org/entity/Q678,Tonga,60+ senior,37
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,15-24 youth,2
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,25-59 adult,638
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,60+ senior,356
http://www.wikidata.org/entity/Q948,Tunisia,15-24 youth,27
http://www.wikidata.org/entity/Q948,Tunisia,25-59 adult,1323
http://www.wikidata.org/entity/Q948,Tunisia,60+ senior,1378
http://www.wikidata.org/entity/Q43,Turkey,0-14 child,13
http://www.wikidata.org/entity/Q43,Turkey,15-24 youth,1373
http://www.wikidata.org/entity/Q43,Turkey,25-59 adult,11466
http://www.wikidata.org/entity/Q43,Turkey,60+ senior,7452
http://www.wikidata.org/entity/Q874,Turkmenistan,15-24 youth,6
http://www.wikidata.org/entity/Q874,Turkmenistan,25-59 adult,271
http://www.wikidata.org/entity/Q874,Turkmenistan,60+ senior,256
http://www.wikidata.org/entity/Q672,Tuvalu,25-59 adult,50
http://www.wikidata.org/entity/Q672,Tuvalu,60+ senior,9
http://www.wikidata.org/entity/Q1036,Uganda,0-14 child,2
http://www.wikidata.org/entity/Q1036,Uganda,15-24 youth,62
http://www.wikidata.org/entity/Q1036,Uganda,25-59 adult,1261
http://www.wikidata.org/entity/Q1036,Uganda,60+ senior,528
http://www.wikidata.org/entity/Q212,Ukraine,0-14 child,6
http://www.wikidata.org/entity/Q212,Ukraine,15-24 youth,529
http://www.wikidata.org/entity/Q212,Ukraine,25-59 adult,15064
http://www.wikidata.org/entity/Q212,Ukraine,60+ senior,15736
http://www.wikidata.org/entity/Q878,United Arab Emirates,0-14 child,1
http://www.wikidata.org/entity/Q878,United Arab Emirates,15-24 youth,35
http://www.wikidata.org/entity/Q878,United Arab Emirates,25-59 adult,1010
http://www.wikidata.org/entity/Q878,United Arab Emirates,60+ senior,100
http://www.wikidata.org/entity/Q145,United Kingdom,0-14 child,66
http://www.wikidata.org/entity/Q145,United Kingdom,15-24 youth,1501
http://www.wikidata.org/entity/Q145,United Kingdom,25-59 adult,42908
http://www.wikidata.org/entity/Q145,United Kingdom,60+ senior,31529
http://www.wikidata.org/entity/Q30,United States,0-14 child,273
http://www.wikidata.org/entity/Q30,United States,15-24 youth,3303
http://www.wikidata.org/entity/Q30,United States,25-59 adult,105775
http://www.wikidata.org/entity/Q30,United States,60+ senior,89854
http://www.wikidata.org/entity/Q77,Uruguay,15-24 youth,174
http://www.wikidata.org/entity/Q77,Uruguay,25-59 adult,3693
http://www.wikidata.org/entity/Q77,Uruguay,60+ senior,3835
http://www.wikidata.org/entity/Q265,Uzbekistan,15-24 youth,109
http://www.wikidata.org/entity/Q265,Uzbekistan,25-59 adult,1691
http://www.wikidata.org/entity/Q265,Uzbekistan,60+ senior,1320
http://www.wikidata.org/entity/Q686,Vanuatu,15-24 youth,1
http://www.wikidata.org/entity/Q686,Vanuatu,25-59 adult,122
http://www.wikidata.org/entity/Q686,Vanuatu,60+ senior,24
http://www.wikidata.org/entity/Q717,Venezuela,0-14 child,2
http://www.wikidata.org/entity/Q717,Venezuela,15-24 youth,113
http://www.wikidata.org/entity/Q717,Venezuela,25-59 adult,3296
http://www.wikidata.org/entity/Q717,Venezuela,60+ senior,1497
http://www.wikidata.org/entity/Q881,Vietnam,0-14 child,1
http://www.wikidata.org/entity/Q881,Vietnam,15-24 youth,61
http://www.wikidata.org/entity/Q881,Vietnam,25-59 adult,2237
http://www.wikidata.org/entity/Q881,Vietnam,60+ senior,1491
http://www.wikidata.org/entity/Q805,Yemen,15-24 youth,5
http://www.wikidata.org/entity/Q805,Yemen,25-59 adult,214
http://www.wikidata.org/entity/Q805,Yemen,60+ senior,193
http://www.wikidata.org/entity/Q953,Zambia,15-24 youth,25
http://www.wikidata.org/entity/Q953,Zambia,25-59 adult,532
http://www.wikidata.org/entity/Q953,Zambia,60+ senior,123
http://www.wikidata.org/entity/Q954,Zimbabwe,15-24 youth,17
http://www.wikidata.org/entity/Q954,Zimbabwe,25-59 adult,1043
http://www.wikidata.org/entity/Q954,Zimbabwe,60+ senior,303
http://www.wikidata.org/entity/Q21203,Aruba,15-24 youth,2
http://www.wikidata.org/entity/Q21203,Aruba,25-59 adult,97
http://www.wikidata.org/entity/Q21203,Aruba,60+ senior,63
http://www.wikidata.org/entity/Q25228,Anguilla,15-24 youth,2
http://www.wikidata.org/entity/Q25228,Anguilla,25-59 adult,9
http://www.wikidata.org/entity/Q25228,Anguilla,60+ senior,1
http://www.wikidata.org/entity/Q16641,American Samoa,15-24 youth,1
http://www.wikidata.org/entity/Q16641,American Samoa,25-59 adult,6
http://www.wikidata.org/entity/Q16641,American Samoa,60+ senior,1
http://www.wikidata.org/entity/Q23635,Bermuda,15-24 youth,4
http://www.wikidata.org/entity/Q23635,Bermuda,25-59 adult,77
http://www.wikidata.org/entity/Q23635,Bermuda,60+ senior,31
http://www.wikidata.org/entity/Q26988,Cook Islands,15-24 youth,1
http://www.wikidata.org/entity/Q26988,Cook Islands,25-59 adult,82
http://www.wikidata.org/entity/Q26988,Cook Islands,60+ senior,28
http://www.wikidata.org/entity/Q25279,Curaçao,15-24 youth,4
http://www.wikidata.org/entity/Q25279,Curaçao,25-59 adult,188
http://www.wikidata.org/entity/Q25279,Curaçao,60+ senior,51
http://www.wikidata.org/entity/Q5785,Cayman Islands,15-24 youth,2
http://www.wikidata.org/entity/Q5785,Cayman Islands,25-59 adult,42
http://www.wikidata.org/entity/Q5785,Cayman Islands,60+ senior,3
http://www.wikidata.org/entity/Q6250,Western Sahara,25-59 adult,8
http://www.wikidata.org/entity/Q6250,Western Sahara,60+ senior,16
http://www.wikidata.org/entity/Q9648,Falkland Islands,25-59 adult,10
http://www.wikidata.org/entity/Q9648,Falkland Islands,60+ senior,12
http://www.wikidata.org/entity/Q4628,Faroe Islands,15-24 youth,12
http://www.wikidata.org/entity/Q4628,Faroe Islands,25-59 adult,273
http://www.wikidata.org/entity/Q4628,Faroe Islands,60+ senior,175
http://www.wikidata.org/entity/Q25230,Guernsey,15-24 youth,2
http://www.wikidata.org/entity/Q25230,Guernsey,25-59 adult,30
http://www.wikidata.org/entity/Q25230,Guernsey,60+ senior,16
http://www.wikidata.org/entity/Q223,Greenland,15-24 youth,1
http://www.wikidata.org/entity/Q223,Greenland,25-59 adult,98
http://www.wikidata.org/entity/Q223,Greenland,60+ senior,102
http://www.wikidata.org/entity/Q8646,Hong Kong,60+ senior,1
http://www.wikidata.org/entity/Q9676,Isle of Man,15-24 youth,2
http://www.wikidata.org/entity/Q9676,Isle of Man,25-59 adult,52
http://www.wikidata.org/entity/Q9676,Isle of Man,60+ senior,38
http://www.wikidata.org/entity/Q43448,British Indian Ocean Territory,25-59 adult,1
http://www.wikidata.org/entity/Q43448,British Indian Ocean Territory,60+ senior,2
http://www.wikidata.org/entity/Q785,Q785,25-59 adult,23
http://www.wikidata.org/entity/Q785,Q785,60+ senior,16
http://www.wikidata.org/entity/Q126125,Saint-Martin,25-59 adult,1
http://www.wikidata.org/entity/Q13353,Montserrat,25-59 adult,13
http://www.wikidata.org/entity/Q13353,Montserrat,60+ senior,3
http://www.wikidata.org/entity/Q34020,Niue,25-59 adult,5
http://www.wikidata.org/entity/Q34020,Niue,60+ senior,3
http://www.wikidata.org/entity/Q35672,Pitcairn Islands,25-59 adult,1
http://www.wikidata.org/entity/Q1183,Puerto Rico,25-59 adult,4
http://www.wikidata.org/entity/Q1183,Puerto Rico,60+ senior,3
http://www.wikidata.org/entity/Q192184,"Saint Helena, Ascension and Tristan da Cunha",25-59 adult,2
http://www.wikidata.org/entity/Q26273,Sint Maarten,25-59 adult,16
http://www.wikidata.org/entity/Q26273,Sint Maarten,60+ senior,6
http://www.wikidata.org/entity/Q18221,Turks and Caicos Islands,25-59 adult,1
http://www.wikidata.org/entity/Q574,Timor-Leste,15-24 youth,7
http://www.wikidata.org/entity/Q574,Timor-Leste,25-59 adult,244
http://www.wikidata.org/entity/Q574,Timor-Leste,60+ senior,164
http://www.wikidata.org/entity/Q25305,British Virgin Islands,25-59 adult,3
http://www.wikidata.org/entity/Q11703,United States Virgin Islands,15-24 youth,1
http://www.wikidata.org/entity/Q11703,United States Virgin Islands,25-59 adult,22
http://www.wikidata.org/entity/Q11703,United States Virgin Islands,60+ senior,5
http://www.wikidata.org/entity/Q1246,Kosovo,25-59 adult,875
http://www.wikidata.org/entity/Q1246,Kosovo,60+ senior,311
http://www.wikidata.org/entity/Q1246,Kosovo,15-24 youth,17
http://www.wikidata.org/entity/Q23681,Northern Cyprus,25-59 adult,65
http://www.wikidata.org/entity/Q23681,Northern Cyprus,60+ senior,107
http://www.wikidata.org/entity/Q23681,Northern Cyprus,15-24 youth,1
http://www.wikidata.org/entity/Q34754,Somaliland,25-59 adult,1
