Country,Ethnic Group,Gender,Count
Iran,Iranian Armenians,Male,5
Iran,Iranian Azerbaijanis,Female,2
Iran,Iranian Azerbaijanis,Male,16
Iran,Iranian Azerbaijanis,Unknown,1
Iran,Iranian peoples,Female,5
Iran,Iranian peoples,Male,7
Iran,Iranian peoples,Unknown,1
Iran,Iranians,Female,3
Iran,Iranians,Male,2
Iran,Iranians,Unknown,1
Iran,Kurds,Female,11
Iran,Kurds,Male,20
Iran,Kurds,Unknown,37
Iran,Kurds in Iran,Female,3
Iran,Kurds in Iran,Male,3
Iran,Persians,Female,6
Iran,Persians,Male,2
Iraq,Arab Canadians,Female,1
Iraq,Arab Canadians,Male,1
Iraq,Arabs,Male,3
Iraq,Armenians,Male,3
Iraq,Armenians,Unknown,2
Iraq,Armenians in Iraq,Male,2
Iraq,Assyrians,Male,4
Iraq,Assyrians in Iraq,Female,1
Iraq,Feylis,Female,1
Iraq,Feylis,Male,7
Iraq,Iraqi Americans,Female,3
Iraq,Iraqi Turkmen,Male,5
Iraq,Jewish people,Male,2
Iraq,Kurds,Female,6
Iraq,Kurds,Male,19
Iraq,Kurds,Unknown,42
Iraq,Kurds in Iraq,Female,1
Iraq,Kurds in Iraq,Male,1
Ireland,British,Female,1
Ireland,Chinese people,Male,1
Ireland,Irish Americans,Male,2
Ireland,Irish people,Female,3
Ireland,Irish people,Male,27
Ireland,Nigerians in Ireland,Male,1
Ireland,White Americans,Male,1
Ireland,white people,Female,1
Ireland,white people,Male,2
Israel,Arab Muslims,Female,3
Israel,Arab Muslims,Male,14
Israel,Arab citizens of Israel,Female,5
Israel,Arab citizens of Israel,Male,21
Israel,Arab-Christians,Female,4
Israel,Arab-Christians,Male,6
Israel,Arabs,Female,7
Israel,Arabs,Male,31
Israel,Ashkenazi Jews,Female,15
Israel,Ashkenazi Jews,Male,24
Israel,Druze Faith,Female,1
Israel,Druze Faith,Male,4
Israel,Israeli Jews,Female,23
Israel,Israeli Jews,Male,70
Israel,Jewish people,Female,6
Israel,Jewish people,Male,18
Israel,Mizrahi Jews,Female,11
Israel,Mizrahi Jews,Male,20
Israel,Mizrahi Jews,Non-binary or other,1
Israel,Palestinians,Female,13
Israel,Palestinians,Male,43
Israel,Palestinians,Unknown,1
Israel,Palestinians in Israel,Male,10
Israel,Sephardi Jews,Female,12
Israel,Sephardi Jews,Male,25
Italy,Arbëreshë,Male,6
Italy,Armenians,Female,2
Italy,Armenians,Male,1
Italy,Czechs,Male,3
Italy,Friulians,Male,1
Italy,Friulians,Unknown,1
Italy,Italian Americans,Female,2
Italy,Italian Americans,Male,4
Italy,Italian Canadians,Female,5
Italy,Italian Canadians,Male,2
Italy,Italians,Female,6
Italy,Italians,Male,39
Italy,Italians,Unknown,1
Italy,Jewish people,Female,1
Italy,Jewish people,Male,10
Italy,Minangkabau,Female,1
Italy,Minangkabau,Male,2
Italy,Sicilian Americans,Male,5
Italy,Sicilians,Female,2
Italy,Sicilians,Male,1
Italy,Slovenes,Female,3
Ivory Coast,African Americans,Male,2
Ivory Coast,Akan people,Male,1
Ivory Coast,Baoulé people,Male,1
Ivory Coast,Black people,Male,1
Ivory Coast,Bubi people,Male,1
Ivory Coast,Dan people,Female,1
Ivory Coast,Dinka people,Male,1
Ivory Coast,Mandinka people,Female,1
Ivory Coast,Nafana people,Female,1
Ivory Coast,Nzema people,Male,1
Jamaica,African Americans,Female,7
Jamaica,African Americans,Male,15
Jamaica,African Jamaican,Female,1
Jamaica,African Jamaican,Male,2
Jamaica,Afro Caribbeans,Male,1
Jamaica,Afro-Russians,Male,1
Jamaica,Black Britons,Male,2
Jamaica,Black Canadians,Male,1
Jamaica,Black people,Female,2
Jamaica,Chinese Trinidadians and Tobagonians,Male,1
Jamaica,Hakka people,Male,1
Jamaica,Jamaican Americans,Female,3
Jamaica,Jamaican Americans,Male,4
Jamaica,Jamaicans,Female,2
Jamaica,Jamaicans,Male,2
Jamaica,Jewish people,Female,1
Japan,Ainu people,Female,14
Japan,Ainu people,Male,5
Japan,American Japanese,Female,5
Japan,American Japanese,Male,2
Japan,Australian people of Japanese descents,Male,3
Japan,Chinese Japanese,Female,1
Japan,Chinese Japanese,Male,2
Japan,Germans,Male,4
Japan,Japanese Americans,Female,4
Japan,Japanese Americans,Male,6
Japan,Japanese Canadians,Female,44
Japan,Japanese Canadians,Male,33
Japan,Japanese Canadians,Unknown,5
Japan,Japanese people,Female,19
Japan,Japanese people,Male,37
Japan,Japanese people,Unknown,3
Japan,Japanese people of Canadian descents,Female,1
Japan,Japanese people of Canadian descents,Male,2
Japan,Korean Japanese,Female,2
Japan,Korean Japanese,Male,11
Japan,Koreans in Japan,Female,6
Japan,Koreans in Japan,Male,16
Japan,Koreans in Japan,Unknown,2
Japan,Yamato people,Female,2
Japan,Yamato people,Male,5
Jordan,Arab Canadians,Female,1
Jordan,Arabs,Male,3
Jordan,Armenians,Female,1
Jordan,Circassians,Male,2
Jordan,Dom people,Male,1
Kazakhstan,Belarusians in Kazakhstan,Male,1
Kazakhstan,Czechs,Male,2
Kazakhstan,German-Russians,Female,1
Kazakhstan,German-Russians,Male,1
Kazakhstan,Germans of Kazakhstan,Male,1
Kazakhstan,Greeks,Female,1
Kazakhstan,Ingush people,Unknown,2
Kazakhstan,Kazakhs,Female,2
Kazakhstan,Kazakhs,Male,5
Kazakhstan,Koryo-saram,Male,2
Kazakhstan,Russians,Male,3
Kazakhstan,Russians in Kazakhstan,Male,2
Kazakhstan,Ukrainians,Male,5
Kazakhstan,Uyghurs,Female,1
Kazakhstan,Uyghurs,Male,2
Kenya,African Americans,Male,2
Kenya,African people,Female,1
Kenya,African people,Male,1
Kenya,Canadians,Male,1
Kenya,Indians in Kenya,Male,1
Kenya,Kalenjin people,Male,2
Kenya,Kamba people,Female,4
Kenya,Kenyan Americans,Non-binary or other,1
Kenya,Kenyan Americans,Unknown,1
Kenya,Kikuyu,Male,1
Kenya,Luhya,Female,1
Kenya,Luo people,Female,1
Kenya,Luo people,Male,1
Kenya,Punjabis,Male,1
Kenya,Swahili people,Female,1
Kingdom of the Netherlands,African Americans,Male,1
Kingdom of the Netherlands,Dutch,Female,1
Kingdom of the Netherlands,Dutch,Male,1
Kingdom of the Netherlands,Filipinos,Female,1
Kingdom of the Netherlands,Indo people,Male,1
Kingdom of the Netherlands,Italians,Female,1
Kingdom of the Netherlands,Jewish people,Female,1
Kingdom of the Netherlands,Jewish people,Male,1
Kingdom of the Netherlands,Minangkabau,Female,3
Kingdom of the Netherlands,Minangkabau,Male,7
Kingdom of the Netherlands,Q22988248,Male,1
Kingdom of the Netherlands,Spaniards,Female,1
Kosovo,Albanians,Female,3
Kosovo,Albanians,Male,3
Kosovo,Albanians,Unknown,1
Kosovo,Albanians in Kosovo,Female,7
Kosovo,Albanians in Kosovo,Male,6
Kosovo,Gurbeti,Male,1
Kosovo,Kosovars,Female,1
Kosovo,Romani people,Female,1
Kosovo,Romani people,Male,1
Kosovo,Serbian Canadians,Male,1
Kosovo,Serbs,Male,1
Kosovo,Serbs,Unknown,1
Kosovo,Serbs of Kosovo,Female,2
Kosovo,Serbs of Kosovo,Unknown,3
Kosovo,Serbs of Montenegro,Unknown,1
Kuwait,Arab Canadians,Female,1
Kuwait,Arabs,Male,8
Kuwait,Minangkabau,Male,1
Kyrgyzstan,Armenians,Female,1
Kyrgyzstan,Dungans,Female,1
Kyrgyzstan,Kyrgyz in China,Unknown,1
Kyrgyzstan,Kyrgyz people,Male,5
Kyrgyzstan,Russians,Male,2
Kyrgyzstan,Ukrainians,Male,1
Kyrgyzstan,Uzbeks,Male,1
Kyrgyzstan,жетиген,Male,1
Laos,Hmong Americans,Female,2
Laos,Hmong people,Female,2
Laos,Lao people,Female,1
Laos,Vietnamese people,Male,1
Latvia,Armenians,Male,1
Latvia,Baltic Germans,Male,1
Latvia,Jewish people,Male,3
Latvia,Latvian Americans,Male,2
Latvia,Latvians,Male,2
Latvia,Livonians,Male,1
Latvia,Poles,Male,1
Latvia,Romani people,Male,2
Latvia,Russians,Male,1
Latvia,Volksdeutsche,Male,1
Lebanon,Antiochian Greeks,Female,1
Lebanon,Antiochian Greeks,Male,1
Lebanon,Arabs,Female,1
Lebanon,Arabs,Male,1
Lebanon,Armenians,Female,2
Lebanon,Armenians,Male,13
Lebanon,Armenians,Unknown,6
Lebanon,Armenians in Lebanon,Female,1
Lebanon,Armenians in Lebanon,Male,1
Lebanon,British,Male,2
Lebanon,Lebanese Americans,Female,1
Lebanon,Lebanese Americans,Male,1
Lebanon,Lebanese Argentines,Female,1
Lebanon,Lebanese Argentines,Male,2
Lebanon,Lebanese Canadians,Female,1
Lebanon,Lebanese Canadians,Male,2
Lebanon,Lebanese French,Female,1
Lebanon,Lebanese French,Male,3
Lebanon,Lebanese Greek Orthodox Christians,Male,4
Lebanon,Lebanese people,Female,1
Lebanon,Lebanese people,Male,3
Lebanon,White Brazilians,Male,3
Lesotho,African people,Female,2
Lesotho,Sotho people,Male,1
Liberia,African Americans,Female,1
Liberia,Bassa,Female,1
Liberia,Black people,Male,1
Liberia,Liberian Americans,Female,1
Libya,Berbers,Male,1
Liechtenstein,Galicians,Male,1
Lithuania,Ashkenazi Jews,Male,1
Lithuania,Belarusians,Male,2
Lithuania,Crimean Karaites,Female,1
Lithuania,Crimean Karaites,Male,1
Lithuania,Jewish people,Female,2
Lithuania,Jewish people,Male,2
Lithuania,Lithuanian Americans,Male,1
Lithuania,Lithuanian Jews,Female,1
Lithuania,Lithuanian Jews,Male,3
Lithuania,Lithuanians,Female,1
Lithuania,Lithuanians,Male,4
Lithuania,Poles,Female,1
Lithuania,Poles,Male,3
Lithuania,Poles in Lithuania,Male,1
Lithuania,Volksdeutsche,Male,1
Luxembourg,African Americans,Female,1
Luxembourg,Belgians,Male,1
Luxembourg,Luxembourgers,Male,1
Madagascar,African people,Female,2
Madagascar,Betsimisaraka people,Male,1
Madagascar,Malagasy,Female,1
Madagascar,Malagasy people,Female,1
Madagascar,Merina people,Male,1
Madagascar,Minangkabau,Female,1
Madagascar,Norwegians,Male,2
Malawi,Mzimba District,Female,1
Malaysia,Bisaya,Male,1
Malaysia,Bruneian Malays,Male,1
Malaysia,Huaren,Male,2
Malaysia,Indian Malaysians,Female,1
Malaysia,Indian Malaysians,Male,2
Malaysia,Indian Malaysians,Unknown,5
Malaysia,Kadazan-Dusun,Male,2
Malaysia,Kadazan-Dusun,Unknown,3
Malaysia,Malays,Female,28
Malaysia,Malays,Male,28
Malaysia,Malays,Unknown,69
Malaysia,Malaysian Americans,Female,2
Malaysia,Malaysian Chinese,Female,7
Malaysia,Malaysian Chinese,Male,11
Malaysia,Malaysian Chinese,Unknown,6
Malaysia,Malaysian Malays,Female,2
Malaysia,Malaysian Malays,Male,3
Malaysia,Melanau people,Male,1
Malaysia,Melanau people,Unknown,1
Malaysia,Minangkabau,Female,18
Malaysia,Minangkabau,Male,71
Malaysia,Tamil Malaysians,Male,1
Malaysia,Tamil Malaysians,Unknown,1
Maldives,Maldivians,Male,2
Mali,African Americans,Male,1
Mali,Bambara,Male,1
Mali,Dinka people,Male,1
Mali,Mandinka people,Male,1
Mali,Tuareg Amazighs,Male,2
Malta,African Americans,Male,1
Malta,European people,Female,1
Malta,Maltese people,Male,9
Mauritius,Franco-Mauritian,Male,1
Mexico,African Americans,Female,1
Mexico,African Americans,Male,1
Mexico,Afro Mexicans,Female,3
Mexico,Afro Mexicans,Male,1
Mexico,Jewish people,Female,1
Mexico,Jewish people,Male,3
Mexico,Lebanese Mexicans,Female,1
Mexico,Lebanese Mexicans,Male,2
Mexico,Mexican Americans,Female,3
Mexico,Mexican Americans,Male,4
Mexico,Mexican Americans,Unknown,1
Mexico,Mexicans,Female,2
Mexico,Mexicans,Male,7
Mexico,Mixtec people,Female,3
Mexico,Mixtec people,Male,2
Mexico,Nahua,Female,3
Mexico,Tzeltal people,Female,2
Mexico,Tzeltal people,Male,1
Mexico,Tzotzil people,Female,5
Mexico,Tzotzil people,Male,3
Mexico,Zapotec,Female,3
Mexico,Zapotec,Male,1
Mexico,Zapotec,Non-binary or other,1
Mexico,rarámuri,Female,4
Mexico,rarámuri,Male,1
Moldova,Armenians,Male,1
Moldova,Bessarabian Bulgarians,Female,1
Moldova,Bessarabian Bulgarians,Male,2
Moldova,Gagauz,Female,1
Moldova,Gagauz,Male,1
Moldova,Jewish people,Female,3
Moldova,Jewish people,Male,3
Moldova,Moldavian diaspora,Male,1
Moldova,Moldovans,Female,1
Moldova,Moldovans,Male,4
Moldova,Romani people,Male,1
Moldova,Romanians,Female,2
Moldova,Romanians,Male,23
Moldova,Russian Jews,Male,1
Moldova,Russians,Female,1
Moldova,Ukrainians,Male,2
Moldova,Ukrainians in Moldova,Male,1
Monaco,Monegasques,Female,1
Mongolia,Khalkhas,Unknown,6
Mongolia,Mongols,Male,12
Mongolia,Mongols,Unknown,50
Montenegro,Albanians,Male,1
Montenegro,Montenegrins,Male,2
Montenegro,Serbian Canadians,Unknown,1
Montenegro,Serbs,Male,3
Montenegro,Serbs,Unknown,3
Montenegro,Serbs of Montenegro,Female,1
Montenegro,Serbs of Montenegro,Male,2
Montenegro,Serbs of Montenegro,Unknown,5
Morocco,African people,Female,2
Morocco,Afro-Catalan,Female,2
Morocco,Algerian French,Male,1
Morocco,Arabs,Male,3
Morocco,Berbers,Female,4
Morocco,Berbers,Male,3
Morocco,Jewish people,Female,3
Morocco,Kebdana,Male,1
Morocco,Mediterranean race,Female,1
Morocco,Moroccan Americans,Female,1
Morocco,Moroccan Americans,Male,1
Morocco,Moroccan Dutch,Male,4
Morocco,Moroccan Dutch,Unknown,1
Morocco,Moroccan Jews,Female,1
Morocco,Moroccan Jews,Male,1
Morocco,Schleuh people,Male,3
Mozambique,African Americans,Male,1
Mozambique,African Brazilians,Female,1
Mozambique,Black people,Male,1
Mozambique,Chopi people,Male,1
Mozambique,Tsonga people,Male,1
Myanmar,Bamar,Female,9
Myanmar,Bamar,Male,46
Myanmar,Bamar,Unknown,2
Myanmar,Burmese Hàn,Male,1
Myanmar,Chin people,Male,1
Myanmar,Chinese Americans,Female,1
Myanmar,Chinese Singaporeans,Female,1
Myanmar,Jingpo people,Male,1
Myanmar,Kokang people,Female,2
Myanmar,Kokang people,Male,12
Myanmar,Mon people,Unknown,21
Myanmar,Pa'O people,Unknown,5
Myanmar,Rakhine,Female,1
Myanmar,Rakhine,Male,15
Myanmar,Rakhine,Unknown,8
Myanmar,Rohingya,Female,1
Myanmar,Rohingya,Male,1
Myanmar,Shan people,Female,1
Myanmar,Shan people,Male,4
Myanmar,Shan people,Unknown,1
Namibia,German Namibians,Male,1
Namibia,Kwanyama,Male,1
Nepal,Kusunda people,Female,1
Nepal,Magars,Male,1
New Zealand,European New Zealanders,Female,7
New Zealand,European New Zealanders,Male,8
New Zealand,European New Zealanders,Non-binary or other,1
New Zealand,European New Zealanders,Unknown,1
New Zealand,Irish people,Female,3
New Zealand,Irish people,Male,2
New Zealand,Irish people,Non-binary or other,2
New Zealand,Māori,Female,114
New Zealand,Māori,Male,134
New Zealand,Māori,Non-binary or other,8
New Zealand,Māori,Unknown,3
New Zealand,New Zealanders,Female,1
New Zealand,New Zealanders,Male,9
New Zealand,Ngāpuhi,Female,6
New Zealand,Ngāpuhi,Male,5
New Zealand,Ngāti Kahungunu,Female,1
New Zealand,Ngāti Kahungunu,Male,5
New Zealand,Ngāti Maniapoto,Female,8
New Zealand,Ngāti Porou,Female,6
New Zealand,Ngāti Porou,Male,11
New Zealand,Ngāti Tūwharetoa,Female,5
New Zealand,Ngāti Tūwharetoa,Male,2
New Zealand,Pākehā,Female,7
New Zealand,Pākehā,Male,1
New Zealand,Pākehā,Unknown,1
New Zealand,Samoans,Female,7
New Zealand,Samoans,Male,7
New Zealand,Samoans,Non-binary or other,1
New Zealand,Scottish people,Female,2
New Zealand,Scottish people,Male,3
New Zealand,Scottish people,Non-binary or other,4
Nicaragua,Afro-Nicaraguan,Female,2
Nicaragua,Garifuna,Female,1
Nicaragua,Miskito people,Female,1
Nicaragua,Nicaraguan Americans,Male,1
Nicaragua,Nicaraguans,Male,1
Niger,African people,Female,1
Niger,Diffa Arabs,Male,1
Niger,Dinka people,Male,1
Niger,Fulbe people,Male,2
Niger,Hausa people,Male,2
Niger,Tuareg Amazighs,Male,2
Niger,Zarma people,Male,5
Nigeria,African Americans,Female,3
Nigeria,African Americans,Male,7
Nigeria,African Americans,Unknown,1
Nigeria,African people,Female,14
Nigeria,Edo people,Female,1
Nigeria,Edo people,Male,12
Nigeria,Efik people,Male,8
Nigeria,Fulbe people,Female,1
Nigeria,Fulbe people,Male,12
Nigeria,Hausa people,Female,7
Nigeria,Hausa people,Male,60
Nigeria,Hausa people,Unknown,1
Nigeria,Idoma people,Female,3
Nigeria,Idoma people,Male,5
Nigeria,Igbo,Female,6
Nigeria,Igbo,Male,9
Nigeria,Igbo people,Female,31
Nigeria,Igbo people,Male,95
Nigeria,Igbo people,Non-binary or other,1
Nigeria,Ijaw people,Male,8
Nigeria,Yoruba,Female,10
Nigeria,Yoruba,Male,11
Nigeria,Yoruba people,Female,64
Nigeria,Yoruba people,Male,206
Nigeria,Yoruba people,Non-binary or other,2
Niue,Niueans,Male,1
North Korea,Korean Americans,Male,1
North Korea,Korean Canadians,Male,1
North Korea,Korean Japanese,Male,1
North Korea,Koreans,Male,6
North Korea,Koreans,Unknown,1
North Korea,Koreans in Japan,Male,1
North Macedonia,Albanians,Male,10
North Macedonia,Albanians,Unknown,5
North Macedonia,Albanians in North Macedonia,Male,3
North Macedonia,Albanians in North Macedonia,Unknown,5
North Macedonia,Aromanians,Male,1
North Macedonia,Bosniaks,Male,1
North Macedonia,Bosniaks in North Macedonia,Unknown,1
North Macedonia,Bulgarians,Male,4
North Macedonia,Bulgarians,Unknown,3
North Macedonia,Macedonian Bulgarians,Male,4
North Macedonia,Macedonian Bulgarians,Unknown,3
North Macedonia,Macedonians,Female,6
North Macedonia,Macedonians,Male,30
North Macedonia,Macedonians,Unknown,77
North Macedonia,Romani people,Female,1
North Macedonia,Romani people,Male,2
North Macedonia,Romani people in North Macedonia,Female,1
North Macedonia,Romani people in North Macedonia,Male,1
North Macedonia,Turks,Female,1
North Macedonia,Turks,Male,2
North Macedonia,Turks,Unknown,1
North Macedonia,Turks in North Macedonia,Female,3
North Macedonia,Turks in North Macedonia,Male,4
North Macedonia,Turks in North Macedonia,Unknown,2
Northern Cyprus,Greeks,Female,1
Northern Cyprus,Turkish Cypriots,Female,2
Northern Cyprus,Turkish Cypriots,Male,1
Norway,Eritreans in Norway,Male,1
Norway,Iñupiaq people,Female,1
Norway,Jewish people,Male,1
Norway,Lule Sámi people,Female,1
Norway,Lule Sámi people,Male,3
Norway,Moroccans in Norway,Male,1
Norway,North Germanic peoples,Male,1
Norway,Northern Sámi people,Female,28
Norway,Northern Sámi people,Male,26
Norway,Norwegians,Female,7
Norway,Norwegians,Male,31
Norway,Sea Sámi,Female,3
Norway,Sea Sámi,Male,1
Norway,Southern Sámi people,Female,3
Norway,Southern Sámi people,Male,2
Norway,Sámi people,Female,11
Norway,Sámi people,Male,8
Oman,Arab Canadians,Female,1
Oman,Arabs,Male,1
Oman,Indian New Zealander,Female,1
Oman,Samoan New Zealanders,Female,1
Pakistan,Arain,Unknown,1
Pakistan,Asian Americans,Female,1
Pakistan,Bahawalpur State,Male,1
Pakistan,Baloch,Female,1
Pakistan,Baloch,Male,5
Pakistan,British Pakistanis,Female,1
Pakistan,Brohi Charan,Male,1
Pakistan,Meo Rajput,Male,3
Pakistan,Pakistani Americans,Female,2
Pakistan,Pakistani Americans,Male,6
Pakistan,Pakistanis,Female,1
Pakistan,Pakistanis,Male,3
Pakistan,Pakistanis,Unknown,4
Pakistan,Pashtuns,Male,2
Pakistan,Punjabis,Female,2
Pakistan,Punjabis,Male,1
Pakistan,Punjabis,Unknown,2
Pakistan,Sindhis,Male,4
Pakistan,Sindhis,Unknown,18
Palestine,Arab Canadians,Female,1
Palestine,Arabs,Male,1
Palestine,Armenians,Male,2
Palestine,Armenians,Unknown,1
Palestine,Czechs,Male,1
Palestine,Greeks,Male,1
Palestine,Israeli Jews,Female,1
Palestine,Israeli Jews,Male,1
Palestine,Jewish people,Male,5
Palestine,Palestinian Canadians,Male,1
Palestine,Palestinians,Female,2
Palestine,Palestinians,Male,11
Palestine,Palestinians,Unknown,1
Palestine,Palestinians in the United States,Female,1
Palestine,Samaritan,Male,1
Palestine,Sephardi Jews,Female,1
Panama,African Americans,Female,1
Panama,African Americans,Male,4
Panama,Afro-Panamanians,Male,2
Panama,Guna people,Female,1
Panama,Guna people,Male,1
Panama,Norwegians,Female,1
Panama,Panamanians,Female,1
Panama,Panamanians,Male,1
Panama,West Indians,Male,1
Papua New Guinea,Q84493931,Female,1
Paraguay,Afro-Paraguayans,Male,1
Paraguay,White Brazilians,Male,1
People's Republic of China,Chinese Americans,Female,7
People's Republic of China,Chinese Americans,Male,9
People's Republic of China,Chinese Americans,Non-binary or other,1
People's Republic of China,Chinese people,Female,3
People's Republic of China,Chinese people,Male,5
People's Republic of China,Chinese people,Unknown,1
People's Republic of China,Han Chinese people,Female,55
People's Republic of China,Han Chinese people,Male,154
People's Republic of China,Han Chinese people,Unknown,5
People's Republic of China,Huaren,Female,4
People's Republic of China,Huaren,Male,6
People's Republic of China,Huaren,Unknown,1
People's Republic of China,Hui people,Female,3
People's Republic of China,Hui people,Male,9
People's Republic of China,Hui people,Non-binary or other,1
People's Republic of China,Korean Chinese,Female,2
People's Republic of China,Korean Chinese,Male,4
People's Republic of China,Koreans,Female,1
People's Republic of China,Koreans,Male,6
People's Republic of China,Kyrgyz in China,Female,1
People's Republic of China,Kyrgyz in China,Male,1
People's Republic of China,Kyrgyz in China,Unknown,11
People's Republic of China,Manchu,Female,7
People's Republic of China,Manchu,Male,12
People's Republic of China,Mongols,Female,3
People's Republic of China,Mongols,Male,9
People's Republic of China,Mongols,Unknown,1
People's Republic of China,Tibetan people,Female,7
People's Republic of China,Tibetan people,Male,14
People's Republic of China,Uyghurs,Female,3
People's Republic of China,Uyghurs,Male,12
People's Republic of China,Uyghurs,Unknown,12
Peru,Afro-Latin Americans,Male,1
Peru,Afro-Peruvian,Female,5
Peru,Afro-Peruvian,Male,1
Peru,Aguaruna people,Male,3
Peru,American Jews,Female,1
Peru,Asháninka people,Female,3
Peru,Asháninka people,Male,2
Peru,Aymara,Female,2
Peru,Bora people,Female,1
Peru,Bora people,Male,2
Peru,Japanese Peruvians,Female,2
Peru,Peruvians,Female,2
Peru,Peruvians,Male,1
Peru,Quechua people,Female,4
Peru,Quechua people,Male,5
Peru,Shipibo-Conibo people,Female,9
Peru,Witoto people,Male,2
Philippines,Bicolano people,Male,8
Philippines,Bicolano people,Unknown,9
Philippines,Boholano people,Male,5
Philippines,Cebuano people,Female,2
Philippines,Cebuano people,Male,5
Philippines,Chinese Filipino,Female,1
Philippines,Chinese Filipino,Male,2
Philippines,Filipino Americans,Female,3
Philippines,Filipino Americans,Male,5
Philippines,Filipinos,Female,14
Philippines,Filipinos,Male,34
Philippines,Filipinos,Non-binary or other,1
Philippines,Filipinos,Unknown,1
Philippines,Hiligaynon people,Female,6
Philippines,Hiligaynon people,Male,19
Philippines,Ilocano,Female,1
Philippines,Ilocano,Male,15
Philippines,Kapampangan people,Female,5
Philippines,Kapampangan people,Male,36
Philippines,Karay-a people,Female,7
Philippines,Karay-a people,Male,20
Philippines,Tagalog people,Male,4
Philippines,Tagalog people,Unknown,1
Philippines,Tausug people,Female,1
Philippines,Tausug people,Male,4
Poland,Belarusians,Male,3
Poland,Czechs,Male,8
Poland,Jewish people,Female,19
Poland,Jewish people,Male,64
Poland,Jewish people,Unknown,5
Poland,Lemkos,Female,1
Poland,Lemkos,Male,3
Poland,Poles,Female,22
Poland,Poles,Male,122
Poland,Polish Americans,Female,3
Poland,Polish Americans,Male,2
Poland,Romani people,Female,2
Poland,Romani people,Male,2
Poland,Silesians,Female,1
Poland,Silesians,Male,5
Poland,Ukrainians,Female,2
Poland,Ukrainians,Male,4
Poland,Volksdeutsche,Male,3
Poland,Warmian people,Male,3
Poland,Western Ukrainians,Male,2
Portugal,Afro-Portuguese,Female,1
Portugal,Afro-Portuguese,Male,1
Portugal,Azorean Canadians,Male,2
Portugal,British migration to Portugal,Male,1
Portugal,Irish people,Male,1
Portugal,Jewish people,Male,1
Portugal,Kongo people,Male,1
Portugal,Minangkabau,Female,1
Portugal,Portuguese,Female,3
Portugal,Portuguese,Male,8
Portugal,Portuguese Africans,Male,1
Portugal,Portuguese Americans,Female,1
Portugal,Romani people,Female,2
Portugal,White Brazilians,Male,4
Puerto Rico,Dominican Americans,Male,1
Puerto Rico,Stateside Puerto Ricans,Male,1
Q785,Normans,Male,1
Qatar,Arab Canadians,Female,1
Qatar,Arabs,Male,1
Republic of the Congo,Mbosi people,Male,1
Romania,Armenians,Female,2
Romania,Armenians,Male,7
Romania,Banat Swabians,Male,10
Romania,Crimean Tatars,Female,1
Romania,Crimean Tatars,Male,3
Romania,Hungarians,Female,3
Romania,Hungarians,Male,12
Romania,Hungarians,Unknown,1
Romania,Hungarians in Romania,Female,7
Romania,Hungarians in Romania,Male,3
Romania,Jewish people,Female,16
Romania,Jewish people,Male,43
Romania,Romani people,Female,3
Romania,Romani people,Male,1
Romania,Romanian Jews,Male,7
Romania,Romanians,Female,1
Romania,Romanians,Male,12
Romania,Rusyns,Female,2
Romania,Rusyns,Male,1
Romania,Rusyns,Unknown,9
Romania,Transylvanian Saxons,Male,7
Romania,Ukrainians,Female,1
Romania,Ukrainians,Male,3
Russia,Armenians,Female,10
Russia,Armenians,Male,79
Russia,Armenians,Unknown,1
Russia,Bashkir people,Female,1
Russia,Bashkir people,Male,7
Russia,Belarusians,Female,1
Russia,Belarusians,Male,6
Russia,Chechens,Female,2
Russia,Chechens,Male,7
Russia,Chuvash people,Male,9
Russia,Chuvash people,Unknown,1
Russia,Crimean Tatars,Female,7
Russia,Crimean Tatars,Male,31
Russia,Crimean Tatars,Unknown,1
Russia,Ingush people,Male,2
Russia,Ingush people,Unknown,7
Russia,Jewish people,Female,5
Russia,Jewish people,Male,18
Russia,Russians,Female,13
Russia,Russians,Male,230
Russia,Sámi people,Female,17
Russia,Sámi people,Male,1
Russia,Tatars,Female,37
Russia,Tatars,Male,30
Russia,Tatars,Unknown,10
Russia,Ukrainians,Female,3
Russia,Ukrainians,Male,24
Rwanda,Black people,Male,1
Rwanda,Hutu,Female,1
Rwanda,Hutu,Male,1
Rwanda,Tutsi,Male,2
Saint Kitts and Nevis,African Americans,Male,1
Saint Lucia,Afro-Saint Lucians,Unknown,1
Saint Lucia,Saint Lucians,Male,1
Samoa,Samoans,Female,5
Samoa,Samoans,Male,1
Samoa,Tokelauan people,Male,1
Samoa,Tuvaluans,Male,1
Saudi Arabia,Arab Americans,Female,1
Saudi Arabia,Arab Canadians,Female,1
Saudi Arabia,Arabs,Male,15
Saudi Arabia,Arabs,Unknown,2
Saudi Arabia,Bedoui,Female,1
Saudi Arabia,German Americans,Female,1
Saudi Arabia,Iraqis,Female,1
Saudi Arabia,Maranao people,Female,1
Saudi Arabia,Minangkabau,Male,2
Saudi Arabia,Otaibah,Female,1
Saudi Arabia,Saudi Americans,Female,1
Saudi Arabia,Saudis,Male,1
Senegal,African Americans,Male,2
Senegal,African people,Female,1
Senegal,Black people,Male,2
Senegal,Dinka people,Male,1
Senegal,Fulbe people,Female,1
Senegal,Fulbe people,Male,2
Senegal,Moroccans,Male,1
Serbia,Albanians,Female,3
Serbia,Albanians,Male,2
Serbia,Albanians,Unknown,1
Serbia,Albanians in Kosovo,Female,6
