Country,Ethnic Group,Gender,Count
Serbia,Albanians in Kosovo,Male,1
Serbia,Hungarians,Female,2
Serbia,Hungarians,Male,1
Serbia,Hungarians in Serbia,Male,2
Serbia,Hungarians in Serbia,Unknown,1
Serbia,Roma in Serbia,Male,2
Serbia,Romani people,Female,3
Serbia,Romani people,Male,2
Serbia,Rusyns,Male,1
Serbia,Rusyns,Unknown,2
Serbia,Serbs,Female,6
Serbia,Serbs,Male,14
Serbia,Serbs,Unknown,14
Serbia,Serbs in Germany,Male,1
Serbia,Serbs in Germany,Unknown,2
Serbia,Serbs in Italy,Female,1
Serbia,Serbs in Italy,Unknown,2
Serbia,Serbs in the United Kingdom,Unknown,3
Serbia,Serbs of Kosovo,Female,2
Serbia,Serbs of Kosovo,Unknown,2
Seychelles,Franco-Seychellois,Female,1
Sierra Leone,African Americans,Male,1
Sierra Leone,Black people,Male,1
Sierra Leone,Fulbe people,Female,1
Sierra Leone,Temne people,Female,1
Singapore,Buginese people,Unknown,1
Singapore,Chinese Indonesians,Male,2
Singapore,Chinese Singaporeans,Male,1
Singapore,Chinese Singaporeans,Unknown,1
Singapore,Malays,Male,1
Singapore,Malays,Unknown,1
Singapore,Malaysian Chinese,Non-binary or other,1
Singapore,Minangkabau,Female,4
Singapore,Minangkabau,Male,4
Singapore,Peranakan,Female,1
Singapore,Peranakan Chinese,Female,1
Singapore,Sindhis,Male,1
Singapore,Singaporean Canadians,Non-binary or other,1
Singapore,Singaporean Malays,Male,1
Singapore,Singaporean Malays,Unknown,1
Singapore,Singaporeans,Female,1
Slovakia,Burgenland Croats,Male,1
Slovakia,Carpathian Germans,Male,1
Slovakia,Caucasian race,Female,3
Slovakia,Czechs,Female,2
Slovakia,Czechs,Male,12
Slovakia,Germans,Male,1
Slovakia,Hungarians,Female,1
Slovakia,Hungarians,Male,3
Slovakia,Hungarians in Slovakia,Female,2
Slovakia,Hungarians in Slovakia,Male,3
Slovakia,Jewish people,Male,7
Slovakia,Romani people,Female,3
Slovakia,Romani people,Male,2
Slovakia,Slovaks,Female,1
Slovakia,Slovaks,Male,111
Slovakia,Ukrainians,Male,4
Slovakia,Volksdeutsche,Male,38
Slovenia,Czechs,Male,2
Slovenia,Romani people,Female,1
Slovenia,Serbs in Slovenia,Unknown,1
Slovenia,Slovenes,Female,16
Slovenia,Slovenes,Male,5
Somalia,Arabs,Male,1
Somalia,Benadiri people,Female,1
Somalia,Habr Je'lo,Male,1
Somalia,Italians,Male,1
Somalia,Marehan,Male,1
Somalia,Somali American,Female,1
Somalia,Somalis,Male,3
South Africa,Africa,Male,1
South Africa,African Americans,Female,1
South Africa,African Americans,Male,5
South Africa,African people,Female,21
South Africa,African people,Male,1
South Africa,African people,Non-binary or other,1
South Africa,Afrikaners,Female,1
South Africa,Black Africans,Female,4
South Africa,Black people,Female,17
South Africa,Coloured,Female,2
South Africa,Jewish people,Male,3
South Africa,Lithuanian Jews,Male,2
South Africa,Venda,Female,2
South Africa,White South Africans,Female,1
South Africa,White South Africans,Male,2
South Africa,Zulu people,Female,2
South Africa,Zulu people,Male,2
South Korea,African Americans,Female,1
South Korea,African Americans,Male,2
South Korea,Asian Americans,Female,2
South Korea,Asian Americans,Unknown,1
South Korea,Haiti,Female,1
South Korea,Japanese people,Male,1
South Korea,Korea,Male,1
South Korea,Korean,Female,1
South Korea,Korean,Unknown,1
South Korea,Korean Americans,Female,12
South Korea,Korean Americans,Male,9
South Korea,Korean Americans,Unknown,1
South Korea,Korean Canadians,Female,1
South Korea,Korean Canadians,Male,1
South Korea,Korean Germans,Male,2
South Korea,Korean Japanese,Female,1
South Korea,Koreans,Female,6
South Korea,Koreans,Male,18
South Korea,Koreans,Unknown,2
South Korea,Koreans in Japan,Male,1
South Sudan,Dinka people,Female,1
South Sudan,Dinka people,Male,2
South Sudan,Nuer people,Female,1
South Sudan,Nuer people,Male,1
Spain,Afro-Catalan,Female,8
Spain,Afro-Catalan,Male,5
Spain,Asturian people,Female,1
Spain,Asturian people,Male,16
Spain,Basque people,Female,14
Spain,Basque people,Male,20
Spain,Berbers,Female,2
Spain,Berbers,Male,1
Spain,Bubi people,Female,1
Spain,Bubi people,Male,3
Spain,Estación de Euskalduna,Female,10
Spain,Galicians,Female,305
Spain,Galicians,Male,914
Spain,Galicians,Non-binary or other,1
Spain,Mediterranean race,Female,37
Spain,Mediterranean race,Male,53
Spain,Romani people,Female,13
Spain,Romani people,Male,11
Spain,Romani people in Spain,Female,5
Spain,Romani people in Spain,Male,23
Spain,Spaniards,Female,3
Spain,Spaniards,Male,20
Spain,white people,Female,1
Spain,white people,Male,2
Sri Lanka,Burgher people,Male,1
Sri Lanka,Jewish people,Male,1
Sri Lanka,Sinhalese,Female,2
Sri Lanka,Sinhalese,Unknown,5
Sri Lanka,Sri Lankan Americans,Female,1
Sri Lanka,Sri Lankan Americans,Male,1
Sri Lanka,Sri Lankan Americans,Non-binary or other,1
Sri Lanka,Sri Lankan Tamils,Female,3
Sri Lanka,Sri Lankan Tamils,Male,6
Sri Lanka,Sri Lankan Tamils,Unknown,11
Sri Lanka,Tamil,Female,1
Sri Lanka,Tamil,Male,1
Sri Lanka,Tamil,Unknown,1
Sudan,African Americans,Male,6
Sudan,African people,Female,2
Sudan,Dinka people,Male,1
Sudan,European people,Female,1
Sudan,Jewish people,Male,1
Sudan,Sudan,Male,1
Sudan,Sudanese,Male,2
Sudan,Sudanese Americans,Male,1
Suriname,African Americans,Unknown,1
Suriname,Black people,Female,1
Suriname,Bushinengue,Male,4
Suriname,Indo-Surinamese,Female,1
Suriname,Jewish people,Male,2
Suriname,Surinamese Dutch,Male,14
Suriname,Surinamese people,Female,2
Suriname,Wayana people,Female,1
Suriname,indigenous peoples in Suriname,Male,1
Sweden,Afro-Descendant,Female,1
Sweden,Albanians,Male,1
Sweden,Croats of Sweden,Male,1
Sweden,Estonians,Female,1
Sweden,Lule Sámi people,Female,3
Sweden,Lule Sámi people,Male,3
Sweden,Northern Sámi people,Female,3
Sweden,Northern Sámi people,Male,1
Sweden,Southern Sámi people,Female,1
Sweden,Southern Sámi people,Male,2
Sweden,Sweden Finns,Female,1
Sweden,Sweden Finns,Male,1
Sweden,Swedes,Female,7
Sweden,Swedes,Male,31
Sweden,Swedish-speaking population of Finland,Male,3
Sweden,Sámi people,Female,8
Sweden,Sámi people,Male,3
Sweden,Ume Saami,Female,1
Sweden,Ume Saami,Male,1
Switzerland,Albanians,Male,2
Switzerland,American Jews,Female,1
Switzerland,Armenian Americans,Male,1
Switzerland,Armenians,Male,1
Switzerland,Austrians,Male,1
Switzerland,Galicians,Female,2
Switzerland,Galicians,Male,4
Switzerland,Germans,Male,1
Switzerland,Hungarians,Male,1
Switzerland,Italian Jews,Female,1
Switzerland,Italian Jews,Male,1
Switzerland,Jewish people,Female,1
Switzerland,Jewish people,Male,1
Switzerland,Swiss,Female,1
Switzerland,Swiss,Male,6
Switzerland,Thai people,Female,2
Syria,Alawites,Male,1
Syria,Antiochian Greeks,Male,5
Syria,Arab Canadians,Female,1
Syria,Arabs,Male,2
Syria,Arabs in Romania,Male,1
Syria,Armenians,Female,1
Syria,Armenians,Male,13
Syria,Armenians,Unknown,10
Syria,Armenians in Syria,Female,1
Syria,Armenians in Syria,Male,1
Syria,Banu Sahm,Female,1
Syria,Banu Sahm,Male,1
Syria,Kurds,Female,3
Syria,Kurds,Male,5
Syria,Kurds,Unknown,3
Syria,Palestinians,Female,2
Syria,Palestinians,Male,2
Syria,Syrian Americans,Female,2
Syria,Syrian Argentines,Male,6
Taiwan,Amis,Female,4
Taiwan,Amis,Male,6
Taiwan,Argentines,Male,1
Taiwan,Atayal,Male,2
Taiwan,Canadians,Male,1
Taiwan,Chinese Canadians,Female,1
Taiwan,Hakka people,Female,1
Taiwan,Hakka people,Male,2
Taiwan,Hoklo Taiwanese,Female,1
Taiwan,Hoklo Taiwanese,Male,1
Taiwan,Paiwan people,Female,1
Taiwan,Paiwan people,Male,7
Taiwan,Taiwanese Americans,Female,4
Taiwan,Taiwanese Americans,Male,5
Taiwan,Taiwanese people,Female,2
Taiwan,Taiwanese people,Male,3
Taiwan,Truku people,Male,3
Taiwan,Tsou people,Female,1
Taiwan,Tsou people,Male,1
Tajikistan,Ashkenazi Jews,Male,1
Tajikistan,Koryo-saram,Female,1
Tajikistan,Tajik people in Russia,Female,1
Tajikistan,Tajiks,Male,1
Tajikistan,Tajiks,Unknown,1
Tanzania,African Americans,Female,2
Tanzania,British Indians,Male,1
Tanzania,Chaga people,Male,3
Tanzania,Indians,Male,1
Tanzania,Pare people,Male,1
Tanzania,Parsi,Male,1
Tanzania,Yao people,Male,1
Thailand,Esan people,Female,2
Thailand,Esan people,Male,1
Thailand,Han Chinese people,Female,1
Thailand,Han Chinese people,Male,1
Thailand,Karen people,Female,1
Thailand,Karen people,Unknown,1
Thailand,Khorat Thai,Female,1
Thailand,Khorat Thai,Male,1
Thailand,Lao people,Female,1
Thailand,Lao people,Male,3
Thailand,Northern Thai people,Female,2
Thailand,Northern Thai people,Male,1
Thailand,Pashtuns,Male,2
Thailand,Southern Thai people,Female,1
Thailand,Southern Thai people,Male,5
Thailand,Thai Americans,Male,1
Thailand,Thai Americans,Unknown,1
Thailand,Thai Chinese,Female,17
Thailand,Thai Chinese,Male,31
Thailand,Thai Chinese,Unknown,1
Thailand,Thai Malays,Male,2
Thailand,Thai Malays,Unknown,2
Thailand,Thai people,Female,32
Thailand,Thai people,Male,27
Thailand,Thai people,Unknown,1
The Bahamas,African Americans,Female,1
The Bahamas,African Americans,Male,1
The Bahamas,Bahamians,Male,1
The Bahamas,Jamaicans,Male,1
The Gambia,Black people,Male,1
The Gambia,Dinka people,Male,1
The Gambia,Fulbe people,Male,2
Togo,Black people,Female,1
Togo,Black people,Male,1
Togo,Dinka people,Male,1
Togo,Ghanaians,Male,1
Togo,Guin,Male,1
Togo,Kabye people,Male,2
Togo,Kposo people,Male,1
Togo,Moba,Male,2
Tonga,Norwegian immigration to New Zealand,Male,1
Tonga,Tongan New Zealanders,Male,1
Tonga,Tongans,Male,1
Trinidad and Tobago,African Americans,Female,7
Trinidad and Tobago,African Americans,Male,2
Trinidad and Tobago,African Americans,Unknown,1
Trinidad and Tobago,Afro Caribbeans,Female,2
Trinidad and Tobago,Afro Caribbeans,Male,1
Trinidad and Tobago,Black people,Female,1
Trinidad and Tobago,Black people,Male,1
Trinidad and Tobago,Caribbean people,Female,1
Trinidad and Tobago,Caribbean people,Male,1
Trinidad and Tobago,Chinese Canadians,Male,1
Trinidad and Tobago,Indo Caribbeans,Female,1
Trinidad and Tobago,Trinidadian Canadians,Male,2
Trinidad and Tobago,West Indian Americans,Male,2
Trinidad and Tobago,white people,Female,1
Tunisia,African people,Female,1
Tunisia,France,Female,1
Tunisia,Jewish people,Male,2
Tunisia,Maghrebi Jews,Female,1
Tunisia,Sephardi Jews,Male,1
Tunisia,Tunisians,Female,1
Turkey,Armenians,Female,19
Turkey,Armenians,Male,183
Turkey,Armenians,Unknown,5
Turkey,Armenians in Istanbul,Male,3
Turkey,Assyrians,Male,3
Turkey,Crimean Tatars,Male,4
Turkey,Greeks,Female,4
Turkey,Greeks,Male,8
Turkey,Kurds,Female,12
Turkey,Kurds,Male,22
Turkey,Kurds,Unknown,14
Turkey,Laz people,Female,3
Turkey,Laz people,Male,7
Turkey,Roma in Turkey,Male,3
Turkey,Turkish Americans,Female,2
Turkey,Turkish Americans,Male,1
Turkey,Turks,Female,6
Turkey,Turks,Male,19
Turkey,Turks,Unknown,3
Turkey,Turks in Germany,Female,3
Turkey,Turks in Germany,Male,1
Turkey,Zaza people,Male,4
Turkey,Zaza people,Unknown,2
Turkmenistan,Armenians,Female,1
Turkmenistan,Armenians,Male,6
Turkmenistan,Armenians,Unknown,1
Turkmenistan,Kabarday,Male,1
Turkmenistan,Karakalpaks,Unknown,1
Turkmenistan,Turkmens,Male,2
Turkmenistan,Uzbekistanis,Female,1
Uganda,African people,Female,7
Uganda,Afro-Germans,Female,1
Uganda,Baganda,Male,1
Uganda,Bantu,Male,2
Uganda,Black people,Female,1
Uganda,Indian Americans,Male,1
Uganda,Jewish people,Female,1
Uganda,Muganda,Male,1
Uganda,Nkole people,Female,1
Uganda,Nkole people,Male,2
Uganda,Soga,Female,1
Uganda,Southern Luo,Male,1
Uganda,Ugandan Americans,Male,1
Ukraine,Armenians,Female,2
Ukraine,Armenians,Male,10
Ukraine,Crimean Tatars,Female,10
Ukraine,Crimean Tatars,Male,32
Ukraine,Crimean Tatars,Unknown,1
Ukraine,Czechs,Female,1
Ukraine,Czechs,Male,30
Ukraine,Gagauz,Female,1
Ukraine,Gagauz,Male,3
Ukraine,Jewish people,Female,12
Ukraine,Jewish people,Male,65
Ukraine,Poles,Female,1
Ukraine,Poles,Male,8
Ukraine,Romanians,Female,5
Ukraine,Romanians,Male,6
Ukraine,Russians,Female,7
Ukraine,Russians,Male,31
Ukraine,Rusyns,Female,2
Ukraine,Rusyns,Male,4
Ukraine,Ukrainian Americans,Female,4
Ukraine,Ukrainian Americans,Male,1
Ukraine,Ukrainian Jews,Female,2
Ukraine,Ukrainian Jews,Male,12
Ukraine,Ukrainians,Female,48
Ukraine,Ukrainians,Male,220
United Arab Emirates,Arab Canadians,Female,1
United Arab Emirates,Arabs,Female,1
United Arab Emirates,Arabs,Male,1
United Arab Emirates,Bulgarian Americans,Female,1
United Arab Emirates,Filipino Americans,Male,1
United Arab Emirates,Pakistani Americans,Male,1
United Kingdom,African Americans,Female,4
United Kingdom,African Americans,Male,7
United Kingdom,Black Britons,Female,11
United Kingdom,Black Britons,Male,10
United Kingdom,British,Female,13
United Kingdom,British,Male,99
United Kingdom,British,Unknown,1
United Kingdom,English people,Female,8
United Kingdom,English people,Male,47
United Kingdom,Han Chinese people,Female,4
United Kingdom,Han Chinese people,Male,8
United Kingdom,Irish people,Female,2
United Kingdom,Irish people,Male,8
United Kingdom,Jewish people,Female,5
United Kingdom,Jewish people,Male,14
United Kingdom,Scottish people,Female,2
United Kingdom,Scottish people,Male,21
United Kingdom,Scottish people,Unknown,1
United Kingdom,Welsh people,Female,4
United Kingdom,Welsh people,Male,3
United Kingdom,White British,Female,6
United Kingdom,White British,Male,3
United Kingdom,Yoruba people,Female,4
United Kingdom,Yoruba people,Male,4
United Kingdom,white people,Female,5
United Kingdom,white people,Male,3
United States,African Americans,Female,1603
United States,African Americans,Male,2430
United States,African Americans,Non-binary or other,20
United States,African Americans,Unknown,110
United States,American Jews,Female,20
United States,American Jews,Male,83
United States,Americans,Female,26
United States,Americans,Male,179
United States,Americans,Non-binary or other,2
United States,Americans,Unknown,1
United States,Black people,Female,32
United States,Black people,Male,30
United States,Black people,Unknown,12
United States,Cherokee,Female,40
United States,Cherokee,Male,44
United States,Irish Americans,Female,38
United States,Irish Americans,Male,52
United States,Irish Americans,Non-binary or other,1
United States,Irish Americans,Unknown,1
United States,Italian Americans,Female,39
United States,Italian Americans,Male,69
United States,Italian Americans,Non-binary or other,2
United States,Jewish people,Female,36
United States,Jewish people,Male,118
United States,Jewish people,Non-binary or other,4
United States,Mexican Americans,Female,35
United States,Mexican Americans,Male,60
United States,Mexican Americans,Unknown,2
United States,Navajo,Female,35
United States,Navajo,Male,67
United States,Navajo,Non-binary or other,1
United States,Navajo,Unknown,1
United States,White Americans,Female,165
United States,White Americans,Male,100
United States,White Americans,Non-binary or other,4
United States,White Americans,Unknown,1
United States,white people,Female,34
United States,white people,Male,51
United States,white people,Non-binary or other,4
United States Virgin Islands,African Americans,Male,2
Uruguay,Afro-Uruguayan,Female,32
Uruguay,Afro-Uruguayan,Male,51
Uruguay,American Jews,Male,1
Uruguay,Ashkenazi Jews,Male,1
Uruguay,Basque Uruguayans,Male,1
Uruguay,Croats in Uruguay,Male,1
Uruguay,Galicians,Male,4
Uruguay,Latino,Male,1
Uruguay,Uruguayan Americans,Female,1
Uruguay,Uruguayan Americans,Male,1
Uruguay,Uruguayans,Male,1
Uruguay,White Brazilians,Female,1
Uruguay,White Brazilians,Male,1
Uzbekistan,Armenians,Female,1
Uzbekistan,Armenians,Male,3
Uzbekistan,Bukharan Jews,Male,1
Uzbekistan,Crimean Tatars,Female,11
Uzbekistan,Crimean Tatars,Male,8
Uzbekistan,Greeks,Male,1
Uzbekistan,Jewish people,Female,2
Uzbekistan,Jewish people,Male,1
Uzbekistan,Karakalpaks,Female,2
Uzbekistan,Karakalpaks,Male,16
Uzbekistan,Karakalpaks,Unknown,30
Uzbekistan,Kazakhs,Unknown,1
Uzbekistan,Kazakhs in Uzbekistan,Female,1
Uzbekistan,Tatars,Female,2
Uzbekistan,Tatars,Male,3
Uzbekistan,Ukrainians,Female,3
Uzbekistan,Uzbekistanis,Female,1
Uzbekistan,Uzbekistanis,Male,3
Uzbekistan,Uzbekistanis,Unknown,1
Uzbekistan,Uzbeks,Male,1
Uzbekistan,Uzbeks,Unknown,2
Vanuatu,ni-Vanuatu,Female,1
Venezuela,Afro-Venezuelans,Female,1
Venezuela,Britons in Venezuela,Male,1
Venezuela,Canarian Americans,Female,1
Venezuela,Galicians,Female,2
Venezuela,Galicians,Male,7
Venezuela,Hispanic and Latino Americans,Female,1
Venezuela,Hispanics,Male,1
Venezuela,Italians,Female,1
Venezuela,Japanese people of Venezuelan descent,Male,1
Venezuela,Portuguese,Female,1
Venezuela,Portuguese Venezuelan,Female,1
Venezuela,Spaniards,Female,1
Venezuela,Wayuu people,Female,3
Venezuela,Wayuu people,Male,2
Vietnam,Afro-Asians,Female,1
Vietnam,Cho Ro people,Unknown,1
Vietnam,Gin people,Unknown,1
Vietnam,Hmong people,Unknown,1
Vietnam,Hoa people,Female,1
Vietnam,Hoa people,Male,3
Vietnam,Jarai people,Unknown,2
Vietnam,Mnong people,Male,1
Vietnam,Muong people,Female,1
Vietnam,Tay people,Female,2
Vietnam,Tay people,Unknown,3
Vietnam,Thái people,Female,1
Vietnam,Vietnamese Americans,Female,4
Vietnam,Vietnamese Americans,Male,9
Vietnam,Vietnamese people,Female,24
Vietnam,Vietnamese people,Male,34
Vietnam,Vietnamese people,Unknown,113
Western Sahara,Sahrawi people,Male,1
Yemen,Arab Canadians,Female,1
Yemen,Arabs,Male,1
Yemen,Yemenite Jews,Male,2
Yemen,Yemenite Jews in Israel,Male,2
Zambia,African people,Female,1
Zambia,Filipino Canadians,Female,1
Zimbabwe,African people,Female,3
Zimbabwe,African people,Male,1
Zimbabwe,Zezuru,Female,1
Zimbabwe,Zimbabwean American,Female,1
Zimbabwe,Zimbabwean New Zealanders,Female,1
